Logging to /home/windrist/Workspace/ThichNghi_ws/src/aslam_rl/log/PPO_ContinuousObs/PPO_Extended_0
---------------------------------
| rollout/           |          |
|    ep_len_mean          | 50.7         |
|    ep_rew_mean          | 262          |
| time/                   |              |
|    fps                  | 7            |
|    iterations           | 45           |
|    time_elapsed         | 11702        |
|    total_timesteps      | 92160        |
| train/                  |              |
|    approx_kl            | 0.0034830803 |
|    clip_fraction        | 0.0204       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.3         |
|    explained_variance   | 0.947        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.01e+03     |
|    n_updates            | 2890         |
|    policy_gradient_loss | -0.00319     |
|    std                  | 0.465        |
|    value_loss           | 8.9e+03      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 52.2        |
|    ep_rew_mean          | 245         |
| time/                   |             |
|    fps                  | 7           |
|    iterations           | 46          |
|    time_elapsed         | 11957       |
|    total_timesteps      | 94208       |
| train/                  |             |
|    approx_kl            | 0.006105664 |
|    clip_fraction        | 0.0317      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.3        |
|    explained_variance   | 0.951       |
|    learning_rate        | 0.0003      |
|    loss                 | 721         |
|    n_updates            | 2900        |
|    policy_gradient_loss | -0.00418    |
|    std                  | 0.465       |
|    value_loss           | 7.86e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 54.1         |
|    ep_rew_mean          | 320          |
| time/                   |              |
|    fps                  | 7            |
|    iterations           | 47           |
|    time_elapsed         | 12212        |
|    total_timesteps      | 96256        |
| train/                  |              |
|    approx_kl            | 0.0048686396 |
|    clip_fraction        | 0.0547       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.3         |
|    explained_variance   | 0.906        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.82e+03     |
|    n_updates            | 2910         |
|    policy_gradient_loss | -0.00632     |
|    std                  | 0.465        |
|    value_loss           | 1.12e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 55.3         |
|    ep_rew_mean          | 364          |
| time/                   |              |
|    fps                  | 7            |
|    iterations           | 48           |
|    time_elapsed         | 12465        |
|    total_timesteps      | 98304        |
| train/                  |              |
|    approx_kl            | 0.0064596036 |
|    clip_fraction        | 0.0661       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.3         |
|    explained_variance   | 0.918        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.66e+03     |
|    n_updates            | 2920         |
|    policy_gradient_loss | -0.00678     |
|    std                  | 0.465        |
|    value_loss           | 1.27e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 54.8         |
|    ep_rew_mean          | 350          |
| time/                   |              |
|    fps                  | 7            |
|    iterations           | 49           |
|    time_elapsed         | 12723        |
|    total_timesteps      | 100352       |
| train/                  |              |
|    approx_kl            | 0.0040323185 |
|    clip_fraction        | 0.031        |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.3         |
|    explained_variance   | 0.937        |
|    learning_rate        | 0.0003       |
|    loss                 | 763          |
|    n_updates            | 2930         |
|    policy_gradient_loss | -0.00319     |
|    std                  | 0.464        |
|    value_loss           | 6.05e+03     |
------------------------------------------
