Logging to /home/windrist/Workspace/ThichNghi_ws/src/aslam_rl/log/PPO_ContinuousObs/PPO_Extended_2
---------------------------------
| rollout/           |          |
|    learning_rate        | 0.0003       |
|    loss                 | 2.62e+03     |
|    n_updates            | 4610         |
|    policy_gradient_loss | -0.00567     |
|    std                  | 0.624        |
|    value_loss           | 5.24e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 162          |
|    ep_rew_mean          | 350          |
| time/                   |              |
|    fps                  | 9            |
|    iterations           | 46           |
|    time_elapsed         | 10294        |
|    total_timesteps      | 94208        |
| train/                  |              |
|    approx_kl            | 0.0026872158 |
|    clip_fraction        | 0.0223       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.88        |
|    explained_variance   | 0.687        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.15e+03     |
|    n_updates            | 4620         |
|    policy_gradient_loss | -0.00505     |
|    std                  | 0.623        |
|    value_loss           | 1.05e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 155          |
|    ep_rew_mean          | 347          |
| time/                   |              |
|    fps                  | 9            |
|    iterations           | 47           |
|    time_elapsed         | 10520        |
|    total_timesteps      | 96256        |
| train/                  |              |
|    approx_kl            | 0.0028918956 |
|    clip_fraction        | 0.0187       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.88        |
|    explained_variance   | 0.775        |
|    learning_rate        | 0.0003       |
|    loss                 | 5.16e+03     |
|    n_updates            | 4630         |
|    policy_gradient_loss | -0.00512     |
|    std                  | 0.623        |
|    value_loss           | 1.6e+04      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 148         |
|    ep_rew_mean          | 331         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 48          |
|    time_elapsed         | 10747       |
|    total_timesteps      | 98304       |
| train/                  |             |
|    approx_kl            | 0.004730263 |
|    clip_fraction        | 0.0377      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.88       |
|    explained_variance   | 0.937       |
|    learning_rate        | 0.0003      |
|    loss                 | 838         |
|    n_updates            | 4640        |
|    policy_gradient_loss | -0.00685    |
|    std                  | 0.62        |
|    value_loss           | 3.58e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 139         |
|    ep_rew_mean          | 365         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 49          |
|    time_elapsed         | 10971       |
|    total_timesteps      | 100352      |
| train/                  |             |
|    approx_kl            | 0.007843992 |
|    clip_fraction        | 0.0556      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.87       |
|    explained_variance   | 0.966       |
|    learning_rate        | 0.0003      |
|    loss                 | 509         |
|    n_updates            | 4650        |
|    policy_gradient_loss | -0.00794    |
|    std                  | 0.618       |
|    value_loss           | 2.01e+03    |
-----------------------------------------
