Logging to /home/windrist/Workspace/ThichNghi_ws/src/aslam_rl/log/PPO_ContinuousObs/PPO_Extended_7
---------------------------------
| rollout/           |          |
|    fps                  | 8            |
|    iterations           | 45           |
|    time_elapsed         | 10743        |
|    total_timesteps      | 92160        |
| train/                  |              |
|    approx_kl            | 0.0109157115 |
|    clip_fraction        | 0.0913       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.498       |
|    explained_variance   | 0.95         |
|    learning_rate        | 0.0003       |
|    loss                 | 931          |
|    n_updates            | 9270         |
|    policy_gradient_loss | -0.00565     |
|    std                  | 0.311        |
|    value_loss           | 4.76e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 71.7        |
|    ep_rew_mean          | 527         |
| time/                   |             |
|    fps                  | 8           |
|    iterations           | 46          |
|    time_elapsed         | 10990       |
|    total_timesteps      | 94208       |
| train/                  |             |
|    approx_kl            | 0.008160781 |
|    clip_fraction        | 0.0675      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.497      |
|    explained_variance   | 0.915       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.41e+03    |
|    n_updates            | 9280        |
|    policy_gradient_loss | -0.0076     |
|    std                  | 0.311       |
|    value_loss           | 4.18e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 72.8        |
|    ep_rew_mean          | 527         |
| time/                   |             |
|    fps                  | 8           |
|    iterations           | 47          |
|    time_elapsed         | 11225       |
|    total_timesteps      | 96256       |
| train/                  |             |
|    approx_kl            | 0.008110872 |
|    clip_fraction        | 0.0841      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.496      |
|    explained_variance   | 0.936       |
|    learning_rate        | 0.0003      |
|    loss                 | 807         |
|    n_updates            | 9290        |
|    policy_gradient_loss | -0.00595    |
|    std                  | 0.31        |
|    value_loss           | 5.44e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 77.2        |
|    ep_rew_mean          | 430         |
| time/                   |             |
|    fps                  | 8           |
|    iterations           | 48          |
|    time_elapsed         | 11466       |
|    total_timesteps      | 98304       |
| train/                  |             |
|    approx_kl            | 0.007971481 |
|    clip_fraction        | 0.056       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.497      |
|    explained_variance   | 0.949       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.21e+03    |
|    n_updates            | 9300        |
|    policy_gradient_loss | -0.0068     |
|    std                  | 0.311       |
|    value_loss           | 4.64e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 76.5        |
|    ep_rew_mean          | 431         |
| time/                   |             |
|    fps                  | 8           |
|    iterations           | 49          |
|    time_elapsed         | 11705       |
|    total_timesteps      | 100352      |
| train/                  |             |
|    approx_kl            | 0.008641257 |
|    clip_fraction        | 0.0867      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.501      |
|    explained_variance   | 0.955       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.78e+03    |
|    n_updates            | 9310        |
|    policy_gradient_loss | -0.00848    |
|    std                  | 0.311       |
|    value_loss           | 4.7e+03     |
-----------------------------------------
