Logging to /home/windrist/Workspace/ThichNghi_ws/src/aslam_rl/log/PPO_ContinuousObs/PPO_Extended_3
---------------------------------
| rollout/           |          |
|    loss                 | 279          |
|    n_updates            | 5100         |
|    policy_gradient_loss | -0.00643     |
|    std                  | 0.568        |
|    value_loss           | 2.45e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 125          |
|    ep_rew_mean          | 552          |
| time/                   |              |
|    fps                  | 9            |
|    iterations           | 46           |
|    time_elapsed         | 10319        |
|    total_timesteps      | 94208        |
| train/                  |              |
|    approx_kl            | 0.0044690054 |
|    clip_fraction        | 0.0343       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.7         |
|    explained_variance   | 0.898        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.1e+03      |
|    n_updates            | 5110         |
|    policy_gradient_loss | -0.00723     |
|    std                  | 0.566        |
|    value_loss           | 3.95e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 129         |
|    ep_rew_mean          | 488         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 47          |
|    time_elapsed         | 10546       |
|    total_timesteps      | 96256       |
| train/                  |             |
|    approx_kl            | 0.008439014 |
|    clip_fraction        | 0.101       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.7        |
|    explained_variance   | 0.957       |
|    learning_rate        | 0.0003      |
|    loss                 | 192         |
|    n_updates            | 5120        |
|    policy_gradient_loss | -0.0079     |
|    std                  | 0.566       |
|    value_loss           | 1.01e+03    |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 131        |
|    ep_rew_mean          | 469        |
| time/                   |            |
|    fps                  | 9          |
|    iterations           | 48         |
|    time_elapsed         | 10767      |
|    total_timesteps      | 98304      |
| train/                  |            |
|    approx_kl            | 0.00202221 |
|    clip_fraction        | 0.0181     |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.7       |
|    explained_variance   | 0.888      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.47e+03   |
|    n_updates            | 5130       |
|    policy_gradient_loss | -0.00356   |
|    std                  | 0.566      |
|    value_loss           | 7.48e+03   |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 133          |
|    ep_rew_mean          | 431          |
| time/                   |              |
|    fps                  | 9            |
|    iterations           | 49           |
|    time_elapsed         | 10993        |
|    total_timesteps      | 100352       |
| train/                  |              |
|    approx_kl            | 0.0064625503 |
|    clip_fraction        | 0.0632       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.7         |
|    explained_variance   | 0.909        |
|    learning_rate        | 0.0003       |
|    loss                 | 710          |
|    n_updates            | 5140         |
|    policy_gradient_loss | -0.00921     |
|    std                  | 0.566        |
|    value_loss           | 2.62e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 131         |
|    ep_rew_mean          | 455         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 50          |
|    time_elapsed         | 11220       |
|    total_timesteps      | 102400      |
| train/                  |             |
|    approx_kl            | 0.006792594 |
|    clip_fraction        | 0.0635      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.7        |
|    explained_variance   | 0.95        |
|    learning_rate        | 0.0003      |
|    loss                 | 958         |
|    n_updates            | 5150        |
|    policy_gradient_loss | -0.0092     |
|    std                  | 0.566       |
|    value_loss           | 2.53e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 133         |
|    ep_rew_mean          | 458         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 51          |
|    time_elapsed         | 11447       |
|    total_timesteps      | 104448      |
| train/                  |             |
|    approx_kl            | 0.008315714 |
|    clip_fraction        | 0.0566      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.69       |
|    explained_variance   | 0.951       |
|    learning_rate        | 0.0003      |
|    loss                 | 6.09e+03    |
|    n_updates            | 5160        |
|    policy_gradient_loss | -0.00848    |
|    std                  | 0.562       |
|    value_loss           | 3.47e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 135         |
|    ep_rew_mean          | 413         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 52          |
|    time_elapsed         | 11670       |
|    total_timesteps      | 106496      |
| train/                  |             |
|    approx_kl            | 0.008697448 |
|    clip_fraction        | 0.055       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.68       |
|    explained_variance   | 0.94        |
|    learning_rate        | 0.0003      |
|    loss                 | 634         |
|    n_updates            | 5170        |
|    policy_gradient_loss | -0.00709    |
|    std                  | 0.559       |
|    value_loss           | 2.61e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 137          |
|    ep_rew_mean          | 419          |
| time/                   |              |
|    fps                  | 9            |
|    iterations           | 53           |
|    time_elapsed         | 11897        |
|    total_timesteps      | 108544       |
| train/                  |              |
|    approx_kl            | 0.0053767897 |
|    clip_fraction        | 0.0373       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.67        |
|    explained_variance   | 0.949        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.39e+03     |
|    n_updates            | 5180         |
|    policy_gradient_loss | -0.00794     |
|    std                  | 0.56         |
|    value_loss           | 3.38e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 129         |
|    ep_rew_mean          | 439         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 54          |
|    time_elapsed         | 12126       |
|    total_timesteps      | 110592      |
| train/                  |             |
|    approx_kl            | 0.007486262 |
|    clip_fraction        | 0.0856      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.66       |
|    explained_variance   | 0.978       |
|    learning_rate        | 0.0003      |
|    loss                 | 346         |
|    n_updates            | 5190        |
|    policy_gradient_loss | -0.00978    |
|    std                  | 0.555       |
|    value_loss           | 1.42e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 124         |
|    ep_rew_mean          | 441         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 55          |
|    time_elapsed         | 12353       |
|    total_timesteps      | 112640      |
| train/                  |             |
|    approx_kl            | 0.007401444 |
|    clip_fraction        | 0.047       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.66       |
|    explained_variance   | 0.932       |
|    learning_rate        | 0.0003      |
|    loss                 | 284         |
|    n_updates            | 5200        |
|    policy_gradient_loss | -0.00677    |
|    std                  | 0.557       |
|    value_loss           | 2.03e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 129         |
|    ep_rew_mean          | 407         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 56          |
|    time_elapsed         | 12580       |
|    total_timesteps      | 114688      |
| train/                  |             |
|    approx_kl            | 0.005447573 |
|    clip_fraction        | 0.0398      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.67       |
|    explained_variance   | 0.907       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.38e+03    |
|    n_updates            | 5210        |
|    policy_gradient_loss | -0.00726    |
|    std                  | 0.558       |
|    value_loss           | 6.75e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 125         |
|    ep_rew_mean          | 413         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 57          |
|    time_elapsed         | 12809       |
|    total_timesteps      | 116736      |
| train/                  |             |
|    approx_kl            | 0.009197269 |
|    clip_fraction        | 0.0783      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.67       |
|    explained_variance   | 0.958       |
|    learning_rate        | 0.0003      |
|    loss                 | 382         |
|    n_updates            | 5220        |
|    policy_gradient_loss | -0.00937    |
|    std                  | 0.558       |
|    value_loss           | 1.29e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 119         |
|    ep_rew_mean          | 470         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 58          |
|    time_elapsed         | 13039       |
|    total_timesteps      | 118784      |
| train/                  |             |
|    approx_kl            | 0.007723535 |
|    clip_fraction        | 0.0725      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.67       |
|    explained_variance   | 0.965       |
|    learning_rate        | 0.0003      |
|    loss                 | 692         |
|    n_updates            | 5230        |
|    policy_gradient_loss | -0.00953    |
|    std                  | 0.558       |
|    value_loss           | 3.04e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 114          |
|    ep_rew_mean          | 441          |
| time/                   |              |
|    fps                  | 9            |
|    iterations           | 59           |
|    time_elapsed         | 13269        |
|    total_timesteps      | 120832       |
| train/                  |              |
|    approx_kl            | 0.0055427076 |
|    clip_fraction        | 0.0441       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.67        |
|    explained_variance   | 0.928        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.07e+03     |
|    n_updates            | 5240         |
|    policy_gradient_loss | -0.00767     |
|    std                  | 0.557        |
|    value_loss           | 4.79e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 118          |
|    ep_rew_mean          | 459          |
| time/                   |              |
|    fps                  | 9            |
|    iterations           | 60           |
|    time_elapsed         | 13496        |
|    total_timesteps      | 122880       |
| train/                  |              |
|    approx_kl            | 0.0043221894 |
|    clip_fraction        | 0.0303       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.66        |
|    explained_variance   | 0.939        |
|    learning_rate        | 0.0003       |
|    loss                 | 783          |
|    n_updates            | 5250         |
|    policy_gradient_loss | -0.00783     |
|    std                  | 0.556        |
|    value_loss           | 5.06e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 117         |
|    ep_rew_mean          | 421         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 61          |
|    time_elapsed         | 13723       |
|    total_timesteps      | 124928      |
| train/                  |             |
|    approx_kl            | 0.005504701 |
|    clip_fraction        | 0.0411      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.66       |
|    explained_variance   | 0.942       |
|    learning_rate        | 0.0003      |
|    loss                 | 447         |
|    n_updates            | 5260        |
|    policy_gradient_loss | -0.00755    |
|    std                  | 0.556       |
|    value_loss           | 3.26e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 115          |
|    ep_rew_mean          | 445          |
| time/                   |              |
|    fps                  | 9            |
|    iterations           | 62           |
|    time_elapsed         | 13954        |
|    total_timesteps      | 126976       |
| train/                  |              |
|    approx_kl            | 0.0038436735 |
|    clip_fraction        | 0.0218       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.66        |
|    explained_variance   | 0.885        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.17e+03     |
|    n_updates            | 5270         |
|    policy_gradient_loss | -0.00737     |
|    std                  | 0.556        |
|    value_loss           | 6.54e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 115         |
|    ep_rew_mean          | 397         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 63          |
|    time_elapsed         | 14181       |
|    total_timesteps      | 129024      |
| train/                  |             |
|    approx_kl            | 0.005367745 |
|    clip_fraction        | 0.0406      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.66       |
|    explained_variance   | 0.938       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.3e+03     |
|    n_updates            | 5280        |
|    policy_gradient_loss | -0.00571    |
|    std                  | 0.557       |
|    value_loss           | 3.19e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 117         |
|    ep_rew_mean          | 393         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 64          |
|    time_elapsed         | 14409       |
|    total_timesteps      | 131072      |
| train/                  |             |
|    approx_kl            | 0.005469498 |
|    clip_fraction        | 0.037       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.66       |
|    explained_variance   | 0.928       |
|    learning_rate        | 0.0003      |
|    loss                 | 764         |
|    n_updates            | 5290        |
|    policy_gradient_loss | -0.00914    |
|    std                  | 0.556       |
|    value_loss           | 6.05e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 123         |
|    ep_rew_mean          | 421         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 65          |
|    time_elapsed         | 14633       |
|    total_timesteps      | 133120      |
| train/                  |             |
|    approx_kl            | 0.003971598 |
|    clip_fraction        | 0.0276      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.66       |
|    explained_variance   | 0.902       |
|    learning_rate        | 0.0003      |
|    loss                 | 843         |
|    n_updates            | 5300        |
|    policy_gradient_loss | -0.00786    |
|    std                  | 0.555       |
|    value_loss           | 5.37e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 118         |
|    ep_rew_mean          | 451         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 66          |
|    time_elapsed         | 14862       |
|    total_timesteps      | 135168      |
| train/                  |             |
|    approx_kl            | 0.006724146 |
|    clip_fraction        | 0.0481      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.66       |
|    explained_variance   | 0.961       |
|    learning_rate        | 0.0003      |
|    loss                 | 253         |
|    n_updates            | 5310        |
|    policy_gradient_loss | -0.00975    |
|    std                  | 0.553       |
|    value_loss           | 1.85e+03    |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 122        |
|    ep_rew_mean          | 443        |
| time/                   |            |
|    fps                  | 9          |
|    iterations           | 67         |
|    time_elapsed         | 15086      |
|    total_timesteps      | 137216     |
| train/                  |            |
|    approx_kl            | 0.00462885 |
|    clip_fraction        | 0.0241     |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.65      |
|    explained_variance   | 0.936      |
|    learning_rate        | 0.0003     |
|    loss                 | 346        |
|    n_updates            | 5320       |
|    policy_gradient_loss | -0.00655   |
|    std                  | 0.554      |
|    value_loss           | 2.47e+03   |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 124         |
|    ep_rew_mean          | 412         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 68          |
|    time_elapsed         | 15315       |
|    total_timesteps      | 139264      |
| train/                  |             |
|    approx_kl            | 0.005998982 |
|    clip_fraction        | 0.0405      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.65       |
|    explained_variance   | 0.961       |
|    learning_rate        | 0.0003      |
|    loss                 | 534         |
|    n_updates            | 5330        |
|    policy_gradient_loss | -0.008      |
|    std                  | 0.553       |
|    value_loss           | 2.59e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 123          |
|    ep_rew_mean          | 497          |
| time/                   |              |
|    fps                  | 9            |
|    iterations           | 69           |
|    time_elapsed         | 15545        |
|    total_timesteps      | 141312       |
| train/                  |              |
|    approx_kl            | 0.0024264709 |
|    clip_fraction        | 0.0112       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.65        |
|    explained_variance   | 0.828        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.97e+03     |
|    n_updates            | 5340         |
|    policy_gradient_loss | -0.00541     |
|    std                  | 0.552        |
|    value_loss           | 1.08e+04     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 122         |
|    ep_rew_mean          | 529         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 70          |
|    time_elapsed         | 15775       |
|    total_timesteps      | 143360      |
| train/                  |             |
|    approx_kl            | 0.007092713 |
|    clip_fraction        | 0.0519      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.65       |
|    explained_variance   | 0.967       |
|    learning_rate        | 0.0003      |
|    loss                 | 282         |
|    n_updates            | 5350        |
|    policy_gradient_loss | -0.00907    |
|    std                  | 0.553       |
|    value_loss           | 2.03e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 119          |
|    ep_rew_mean          | 474          |
| time/                   |              |
|    fps                  | 9            |
|    iterations           | 71           |
|    time_elapsed         | 16002        |
|    total_timesteps      | 145408       |
| train/                  |              |
|    approx_kl            | 0.0066671707 |
|    clip_fraction        | 0.0661       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.65        |
|    explained_variance   | 0.954        |
|    learning_rate        | 0.0003       |
|    loss                 | 318          |
|    n_updates            | 5360         |
|    policy_gradient_loss | -0.00627     |
|    std                  | 0.551        |
|    value_loss           | 2.02e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 123          |
|    ep_rew_mean          | 493          |
| time/                   |              |
|    fps                  | 9            |
|    iterations           | 72           |
|    time_elapsed         | 16227        |
|    total_timesteps      | 147456       |
| train/                  |              |
|    approx_kl            | 0.0061435015 |
|    clip_fraction        | 0.0446       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.64        |
|    explained_variance   | 0.937        |
|    learning_rate        | 0.0003       |
|    loss                 | 970          |
|    n_updates            | 5370         |
|    policy_gradient_loss | -0.00787     |
|    std                  | 0.551        |
|    value_loss           | 3.98e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 119         |
|    ep_rew_mean          | 493         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 73          |
|    time_elapsed         | 16457       |
|    total_timesteps      | 149504      |
| train/                  |             |
|    approx_kl            | 0.007612888 |
|    clip_fraction        | 0.0524      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.64       |
|    explained_variance   | 0.962       |
|    learning_rate        | 0.0003      |
|    loss                 | 212         |
|    n_updates            | 5380        |
|    policy_gradient_loss | -0.00894    |
|    std                  | 0.551       |
|    value_loss           | 1.49e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 121          |
|    ep_rew_mean          | 501          |
| time/                   |              |
|    fps                  | 9            |
|    iterations           | 74           |
|    time_elapsed         | 16681        |
|    total_timesteps      | 151552       |
| train/                  |              |
|    approx_kl            | 0.0048956787 |
|    clip_fraction        | 0.0271       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.64        |
|    explained_variance   | 0.907        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.48e+03     |
|    n_updates            | 5390         |
|    policy_gradient_loss | -0.00827     |
|    std                  | 0.55         |
|    value_loss           | 6.54e+03     |
------------------------------------------
