Logging to /home/windrist/Workspace/ThichNghi_ws/src/aslam_rl/log/PPO_ContinuousObs/PPO_Extended_5
---------------------------------
| rollout/           |          |
|    clip_fraction        | 0.0674      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.706      |
|    explained_variance   | 0.946       |
|    learning_rate        | 0.0003      |
|    loss                 | 477         |
|    n_updates            | 7800        |
|    policy_gradient_loss | -0.00241    |
|    std                  | 0.345       |
|    value_loss           | 2.73e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 147         |
|    ep_rew_mean          | 820         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 46          |
|    time_elapsed         | 10318       |
|    total_timesteps      | 94208       |
| train/                  |             |
|    approx_kl            | 0.006133112 |
|    clip_fraction        | 0.076       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.703      |
|    explained_variance   | 0.946       |
|    learning_rate        | 0.0003      |
|    loss                 | 784         |
|    n_updates            | 7810        |
|    policy_gradient_loss | -0.007      |
|    std                  | 0.345       |
|    value_loss           | 3.46e+03    |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 151        |
|    ep_rew_mean          | 815        |
| time/                   |            |
|    fps                  | 9          |
|    iterations           | 47         |
|    time_elapsed         | 10548      |
|    total_timesteps      | 96256      |
| train/                  |            |
|    approx_kl            | 0.00782802 |
|    clip_fraction        | 0.102      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.707     |
|    explained_variance   | 0.957      |
|    learning_rate        | 0.0003     |
|    loss                 | 529        |
|    n_updates            | 7820       |
|    policy_gradient_loss | -0.00344   |
|    std                  | 0.346      |
|    value_loss           | 1.59e+03   |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 151         |
|    ep_rew_mean          | 798         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 48          |
|    time_elapsed         | 10778       |
|    total_timesteps      | 98304       |
| train/                  |             |
|    approx_kl            | 0.009059729 |
|    clip_fraction        | 0.0833      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.712      |
|    explained_variance   | 0.888       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.06e+03    |
|    n_updates            | 7830        |
|    policy_gradient_loss | -0.00625    |
|    std                  | 0.346       |
|    value_loss           | 4.3e+03     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 144          |
|    ep_rew_mean          | 794          |
| time/                   |              |
|    fps                  | 9            |
|    iterations           | 49           |
|    time_elapsed         | 11002        |
|    total_timesteps      | 100352       |
| train/                  |              |
|    approx_kl            | 0.0047551813 |
|    clip_fraction        | 0.0577       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.713       |
|    explained_variance   | 0.915        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.52e+03     |
|    n_updates            | 7840         |
|    policy_gradient_loss | -0.00448     |
|    std                  | 0.346        |
|    value_loss           | 3.87e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 140          |
|    ep_rew_mean          | 793          |
| time/                   |              |
|    fps                  | 9            |
|    iterations           | 50           |
|    time_elapsed         | 11224        |
|    total_timesteps      | 102400       |
| train/                  |              |
|    approx_kl            | 0.0060950606 |
|    clip_fraction        | 0.094        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.713       |
|    explained_variance   | 0.947        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.61e+03     |
|    n_updates            | 7850         |
|    policy_gradient_loss | -0.00642     |
|    std                  | 0.346        |
|    value_loss           | 2.63e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 138          |
|    ep_rew_mean          | 782          |
| time/                   |              |
|    fps                  | 9            |
|    iterations           | 51           |
|    time_elapsed         | 11456        |
|    total_timesteps      | 104448       |
| train/                  |              |
|    approx_kl            | 0.0051253345 |
|    clip_fraction        | 0.0652       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.713       |
|    explained_variance   | 0.901        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.52e+03     |
|    n_updates            | 7860         |
|    policy_gradient_loss | -0.00731     |
|    std                  | 0.347        |
|    value_loss           | 4.42e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 124         |
|    ep_rew_mean          | 805         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 52          |
|    time_elapsed         | 11682       |
|    total_timesteps      | 106496      |
| train/                  |             |
|    approx_kl            | 0.011726445 |
|    clip_fraction        | 0.1         |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.715      |
|    explained_variance   | 0.932       |
|    learning_rate        | 0.0003      |
|    loss                 | 574         |
|    n_updates            | 7870        |
|    policy_gradient_loss | -0.00618    |
|    std                  | 0.347       |
|    value_loss           | 2.74e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 124         |
|    ep_rew_mean          | 819         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 53          |
|    time_elapsed         | 11909       |
|    total_timesteps      | 108544      |
| train/                  |             |
|    approx_kl            | 0.007264508 |
|    clip_fraction        | 0.0839      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.719      |
|    explained_variance   | 0.919       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.04e+03    |
|    n_updates            | 7880        |
|    policy_gradient_loss | -0.00406    |
|    std                  | 0.348       |
|    value_loss           | 4.21e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 123         |
|    ep_rew_mean          | 835         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 54          |
|    time_elapsed         | 12142       |
|    total_timesteps      | 110592      |
| train/                  |             |
|    approx_kl            | 0.007910114 |
|    clip_fraction        | 0.0676      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.72       |
|    explained_variance   | 0.914       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.27e+03    |
|    n_updates            | 7890        |
|    policy_gradient_loss | -0.00479    |
|    std                  | 0.347       |
|    value_loss           | 3.78e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 110         |
|    ep_rew_mean          | 869         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 55          |
|    time_elapsed         | 12380       |
|    total_timesteps      | 112640      |
| train/                  |             |
|    approx_kl            | 0.006481779 |
|    clip_fraction        | 0.0912      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.717      |
|    explained_variance   | 0.916       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.46e+03    |
|    n_updates            | 7900        |
|    policy_gradient_loss | -0.00859    |
|    std                  | 0.347       |
|    value_loss           | 3.38e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 103         |
|    ep_rew_mean          | 870         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 56          |
|    time_elapsed         | 12611       |
|    total_timesteps      | 114688      |
| train/                  |             |
|    approx_kl            | 0.011915445 |
|    clip_fraction        | 0.0823      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.718      |
|    explained_variance   | 0.819       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.6e+03     |
|    n_updates            | 7910        |
|    policy_gradient_loss | -0.00616    |
|    std                  | 0.347       |
|    value_loss           | 5.62e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 98.6        |
|    ep_rew_mean          | 875         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 57          |
|    time_elapsed         | 12843       |
|    total_timesteps      | 116736      |
| train/                  |             |
|    approx_kl            | 0.007830974 |
|    clip_fraction        | 0.0754      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.717      |
|    explained_variance   | 0.804       |
|    learning_rate        | 0.0003      |
|    loss                 | 887         |
|    n_updates            | 7920        |
|    policy_gradient_loss | -0.00827    |
|    std                  | 0.347       |
|    value_loss           | 5.19e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 97.8        |
|    ep_rew_mean          | 875         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 58          |
|    time_elapsed         | 13072       |
|    total_timesteps      | 118784      |
| train/                  |             |
|    approx_kl            | 0.007859096 |
|    clip_fraction        | 0.143       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.714      |
|    explained_variance   | 0.934       |
|    learning_rate        | 0.0003      |
|    loss                 | 822         |
|    n_updates            | 7930        |
|    policy_gradient_loss | -0.00184    |
|    std                  | 0.346       |
|    value_loss           | 2.01e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 100          |
|    ep_rew_mean          | 857          |
| time/                   |              |
|    fps                  | 9            |
|    iterations           | 59           |
|    time_elapsed         | 13301        |
|    total_timesteps      | 120832       |
| train/                  |              |
|    approx_kl            | 0.0059533734 |
|    clip_fraction        | 0.0639       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.708       |
|    explained_variance   | 0.894        |
|    learning_rate        | 0.0003       |
|    loss                 | 699          |
|    n_updates            | 7940         |
|    policy_gradient_loss | -0.0073      |
|    std                  | 0.345        |
|    value_loss           | 2.83e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 102          |
|    ep_rew_mean          | 870          |
| time/                   |              |
|    fps                  | 9            |
|    iterations           | 60           |
|    time_elapsed         | 13537        |
|    total_timesteps      | 122880       |
| train/                  |              |
|    approx_kl            | 0.0051714033 |
|    clip_fraction        | 0.049        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.704       |
|    explained_variance   | 0.878        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.98e+03     |
|    n_updates            | 7950         |
|    policy_gradient_loss | -0.00669     |
|    std                  | 0.345        |
|    value_loss           | 5.44e+03     |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 101        |
|    ep_rew_mean          | 881        |
| time/                   |            |
|    fps                  | 9          |
|    iterations           | 61         |
|    time_elapsed         | 13772      |
|    total_timesteps      | 124928     |
| train/                  |            |
|    approx_kl            | 0.01285677 |
|    clip_fraction        | 0.105      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.701     |
|    explained_variance   | 0.923      |
|    learning_rate        | 0.0003     |
|    loss                 | 411        |
|    n_updates            | 7960       |
|    policy_gradient_loss | -0.00361   |
|    std                  | 0.344      |
|    value_loss           | 1.46e+03   |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 107          |
|    ep_rew_mean          | 868          |
| time/                   |              |
|    fps                  | 9            |
|    iterations           | 62           |
|    time_elapsed         | 13995        |
|    total_timesteps      | 126976       |
| train/                  |              |
|    approx_kl            | 0.0089614615 |
|    clip_fraction        | 0.138        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.694       |
|    explained_variance   | 0.957        |
|    learning_rate        | 0.0003       |
|    loss                 | 665          |
|    n_updates            | 7970         |
|    policy_gradient_loss | -0.00176     |
|    std                  | 0.343        |
|    value_loss           | 1.47e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 106         |
|    ep_rew_mean          | 867         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 63          |
|    time_elapsed         | 14225       |
|    total_timesteps      | 129024      |
| train/                  |             |
|    approx_kl            | 0.006080659 |
|    clip_fraction        | 0.0604      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.689      |
|    explained_variance   | 0.874       |
|    learning_rate        | 0.0003      |
|    loss                 | 840         |
|    n_updates            | 7980        |
|    policy_gradient_loss | -0.00773    |
|    std                  | 0.343       |
|    value_loss           | 3.41e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 105         |
|    ep_rew_mean          | 884         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 64          |
|    time_elapsed         | 14457       |
|    total_timesteps      | 131072      |
| train/                  |             |
|    approx_kl            | 0.010874238 |
|    clip_fraction        | 0.129       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.684      |
|    explained_variance   | 0.974       |
|    learning_rate        | 0.0003      |
|    loss                 | 165         |
|    n_updates            | 7990        |
|    policy_gradient_loss | -0.000449   |
|    std                  | 0.341       |
|    value_loss           | 1.25e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 113         |
|    ep_rew_mean          | 869         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 65          |
|    time_elapsed         | 14681       |
|    total_timesteps      | 133120      |
| train/                  |             |
|    approx_kl            | 0.010904921 |
|    clip_fraction        | 0.0967      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.678      |
|    explained_variance   | 0.951       |
|    learning_rate        | 0.0003      |
|    loss                 | 772         |
|    n_updates            | 8000        |
|    policy_gradient_loss | -0.00256    |
|    std                  | 0.34        |
|    value_loss           | 1.87e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | 866         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 66          |
|    time_elapsed         | 14912       |
|    total_timesteps      | 135168      |
| train/                  |             |
|    approx_kl            | 0.010592269 |
|    clip_fraction        | 0.109       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.675      |
|    explained_variance   | 0.915       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.45e+03    |
|    n_updates            | 8010        |
|    policy_gradient_loss | -0.0065     |
|    std                  | 0.34        |
|    value_loss           | 2.44e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 108         |
|    ep_rew_mean          | 880         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 67          |
|    time_elapsed         | 15143       |
|    total_timesteps      | 137216      |
| train/                  |             |
|    approx_kl            | 0.006009789 |
|    clip_fraction        | 0.0906      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.674      |
|    explained_variance   | 0.949       |
|    learning_rate        | 0.0003      |
|    loss                 | 534         |
|    n_updates            | 8020        |
|    policy_gradient_loss | -0.00306    |
|    std                  | 0.34        |
|    value_loss           | 1.94e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 107         |
|    ep_rew_mean          | 884         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 68          |
|    time_elapsed         | 15379       |
|    total_timesteps      | 139264      |
| train/                  |             |
|    approx_kl            | 0.012154695 |
|    clip_fraction        | 0.131       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.676      |
|    explained_variance   | 0.976       |
|    learning_rate        | 0.0003      |
|    loss                 | 326         |
|    n_updates            | 8030        |
|    policy_gradient_loss | -0.00203    |
|    std                  | 0.34        |
|    value_loss           | 1.17e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 105          |
|    ep_rew_mean          | 886          |
| time/                   |              |
|    fps                  | 9            |
|    iterations           | 69           |
|    time_elapsed         | 15614        |
|    total_timesteps      | 141312       |
| train/                  |              |
|    approx_kl            | 0.0076006795 |
|    clip_fraction        | 0.154        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.675       |
|    explained_variance   | 0.962        |
|    learning_rate        | 0.0003       |
|    loss                 | 643          |
|    n_updates            | 8040         |
|    policy_gradient_loss | -0.000406    |
|    std                  | 0.34         |
|    value_loss           | 1.22e+03     |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 95.9       |
|    ep_rew_mean          | 905        |
| time/                   |            |
|    fps                  | 9          |
|    iterations           | 70         |
|    time_elapsed         | 15847      |
|    total_timesteps      | 143360     |
| train/                  |            |
|    approx_kl            | 0.01052766 |
|    clip_fraction        | 0.161      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.672     |
|    explained_variance   | 0.983      |
|    learning_rate        | 0.0003     |
|    loss                 | 275        |
|    n_updates            | 8050       |
|    policy_gradient_loss | 0.00135    |
|    std                  | 0.34       |
|    value_loss           | 787        |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 96.2        |
|    ep_rew_mean          | 907         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 71          |
|    time_elapsed         | 16081       |
|    total_timesteps      | 145408      |
| train/                  |             |
|    approx_kl            | 0.007936911 |
|    clip_fraction        | 0.0691      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.676      |
|    explained_variance   | 0.897       |
|    learning_rate        | 0.0003      |
|    loss                 | 954         |
|    n_updates            | 8060        |
|    policy_gradient_loss | -0.00469    |
|    std                  | 0.34        |
|    value_loss           | 2.52e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 90.7        |
|    ep_rew_mean          | 911         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 72          |
|    time_elapsed         | 16317       |
|    total_timesteps      | 147456      |
| train/                  |             |
|    approx_kl            | 0.014526777 |
|    clip_fraction        | 0.124       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.679      |
|    explained_variance   | 0.978       |
|    learning_rate        | 0.0003      |
|    loss                 | 288         |
|    n_updates            | 8070        |
|    policy_gradient_loss | -0.00319    |
|    std                  | 0.341       |
|    value_loss           | 859         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 94.1        |
|    ep_rew_mean          | 906         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 73          |
|    time_elapsed         | 16550       |
|    total_timesteps      | 149504      |
| train/                  |             |
|    approx_kl            | 0.009528564 |
|    clip_fraction        | 0.193       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.676      |
|    explained_variance   | 0.98        |
|    learning_rate        | 0.0003      |
|    loss                 | 260         |
|    n_updates            | 8080        |
|    policy_gradient_loss | 0.000324    |
|    std                  | 0.339       |
|    value_loss           | 676         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 91.8        |
|    ep_rew_mean          | 907         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 74          |
|    time_elapsed         | 16786       |
|    total_timesteps      | 151552      |
| train/                  |             |
|    approx_kl            | 0.008196668 |
|    clip_fraction        | 0.136       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.668      |
|    explained_variance   | 0.977       |
|    learning_rate        | 0.0003      |
|    loss                 | 437         |
|    n_updates            | 8090        |
|    policy_gradient_loss | -0.00276    |
|    std                  | 0.339       |
|    value_loss           | 1.18e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 89.1        |
|    ep_rew_mean          | 908         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 75          |
|    time_elapsed         | 17023       |
|    total_timesteps      | 153600      |
| train/                  |             |
|    approx_kl            | 0.013858297 |
|    clip_fraction        | 0.13        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.669      |
|    explained_variance   | 0.943       |
|    learning_rate        | 0.0003      |
|    loss                 | 839         |
|    n_updates            | 8100        |
|    policy_gradient_loss | -0.000919   |
|    std                  | 0.339       |
|    value_loss           | 1.75e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 88.9         |
|    ep_rew_mean          | 908          |
| time/                   |              |
|    fps                  | 9            |
|    iterations           | 76           |
|    time_elapsed         | 17261        |
|    total_timesteps      | 155648       |
| train/                  |              |
|    approx_kl            | 0.0124312015 |
|    clip_fraction        | 0.149        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.671       |
|    explained_variance   | 0.964        |
|    learning_rate        | 0.0003       |
|    loss                 | 171          |
|    n_updates            | 8110         |
|    policy_gradient_loss | -0.00302     |
|    std                  | 0.339        |
|    value_loss           | 871          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 87.8        |
|    ep_rew_mean          | 908         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 77          |
|    time_elapsed         | 17495       |
|    total_timesteps      | 157696      |
| train/                  |             |
|    approx_kl            | 0.011149215 |
|    clip_fraction        | 0.175       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.663      |
|    explained_variance   | 0.974       |
|    learning_rate        | 0.0003      |
|    loss                 | 115         |
|    n_updates            | 8120        |
|    policy_gradient_loss | 0.00149     |
|    std                  | 0.337       |
|    value_loss           | 617         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 87.5        |
|    ep_rew_mean          | 907         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 78          |
|    time_elapsed         | 17732       |
|    total_timesteps      | 159744      |
| train/                  |             |
|    approx_kl            | 0.009315217 |
|    clip_fraction        | 0.123       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.653      |
|    explained_variance   | 0.963       |
|    learning_rate        | 0.0003      |
|    loss                 | 380         |
|    n_updates            | 8130        |
|    policy_gradient_loss | -0.00337    |
|    std                  | 0.336       |
|    value_loss           | 1.26e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 92.7        |
|    ep_rew_mean          | 889         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 79          |
|    time_elapsed         | 17963       |
|    total_timesteps      | 161792      |
| train/                  |             |
|    approx_kl            | 0.013831062 |
|    clip_fraction        | 0.126       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.642      |
|    explained_variance   | 0.97        |
|    learning_rate        | 0.0003      |
|    loss                 | 551         |
|    n_updates            | 8140        |
|    policy_gradient_loss | -0.000822   |
|    std                  | 0.333       |
|    value_loss           | 1e+03       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 95.1        |
|    ep_rew_mean          | 884         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 80          |
|    time_elapsed         | 18195       |
|    total_timesteps      | 163840      |
| train/                  |             |
|    approx_kl            | 0.011741943 |
|    clip_fraction        | 0.136       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.633      |
|    explained_variance   | 0.895       |
|    learning_rate        | 0.0003      |
|    loss                 | 436         |
|    n_updates            | 8150        |
|    policy_gradient_loss | -0.00626    |
|    std                  | 0.333       |
|    value_loss           | 1.89e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 90.6        |
|    ep_rew_mean          | 888         |
| time/                   |             |
|    fps                  | 8           |
|    iterations           | 81          |
|    time_elapsed         | 18436       |
|    total_timesteps      | 165888      |
| train/                  |             |
|    approx_kl            | 0.010795239 |
|    clip_fraction        | 0.202       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.632      |
|    explained_variance   | 0.984       |
|    learning_rate        | 0.0003      |
|    loss                 | 239         |
|    n_updates            | 8160        |
|    policy_gradient_loss | 0.00185     |
|    std                  | 0.333       |
|    value_loss           | 765         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 87.8        |
|    ep_rew_mean          | 891         |
| time/                   |             |
|    fps                  | 8           |
|    iterations           | 82          |
|    time_elapsed         | 18674       |
|    total_timesteps      | 167936      |
| train/                  |             |
|    approx_kl            | 0.022441972 |
|    clip_fraction        | 0.178       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.637      |
|    explained_variance   | 0.966       |
|    learning_rate        | 0.0003      |
|    loss                 | 436         |
|    n_updates            | 8170        |
|    policy_gradient_loss | 0.00499     |
|    std                  | 0.334       |
|    value_loss           | 852         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 79.4        |
|    ep_rew_mean          | 914         |
| time/                   |             |
|    fps                  | 8           |
|    iterations           | 83          |
|    time_elapsed         | 18916       |
|    total_timesteps      | 169984      |
| train/                  |             |
|    approx_kl            | 0.010608137 |
|    clip_fraction        | 0.158       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.644      |
|    explained_variance   | 0.979       |
|    learning_rate        | 0.0003      |
|    loss                 | 134         |
|    n_updates            | 8180        |
|    policy_gradient_loss | -0.00495    |
|    std                  | 0.335       |
|    value_loss           | 690         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 79.7        |
|    ep_rew_mean          | 918         |
| time/                   |             |
|    fps                  | 8           |
|    iterations           | 84          |
|    time_elapsed         | 19150       |
|    total_timesteps      | 172032      |
| train/                  |             |
|    approx_kl            | 0.013209693 |
|    clip_fraction        | 0.15        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.645      |
|    explained_variance   | 0.947       |
|    learning_rate        | 0.0003      |
|    loss                 | 818         |
|    n_updates            | 8190        |
|    policy_gradient_loss | -0.0038     |
|    std                  | 0.335       |
|    value_loss           | 1.28e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 82          |
|    ep_rew_mean          | 916         |
| time/                   |             |
|    fps                  | 8           |
|    iterations           | 85          |
|    time_elapsed         | 19388       |
|    total_timesteps      | 174080      |
| train/                  |             |
|    approx_kl            | 0.009985298 |
|    clip_fraction        | 0.0874      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.642      |
|    explained_variance   | 0.919       |
|    learning_rate        | 0.0003      |
|    loss                 | 978         |
|    n_updates            | 8200        |
|    policy_gradient_loss | -0.00141    |
|    std                  | 0.334       |
|    value_loss           | 2.07e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 82.6        |
|    ep_rew_mean          | 917         |
| time/                   |             |
|    fps                  | 8           |
|    iterations           | 86          |
|    time_elapsed         | 19625       |
|    total_timesteps      | 176128      |
| train/                  |             |
|    approx_kl            | 0.014755858 |
|    clip_fraction        | 0.177       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.641      |
|    explained_variance   | 0.962       |
|    learning_rate        | 0.0003      |
|    loss                 | 477         |
|    n_updates            | 8210        |
|    policy_gradient_loss | 0.000158    |
|    std                  | 0.334       |
|    value_loss           | 1.1e+03     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 86.6        |
|    ep_rew_mean          | 915         |
| time/                   |             |
|    fps                  | 8           |
|    iterations           | 87          |
|    time_elapsed         | 19861       |
|    total_timesteps      | 178176      |
| train/                  |             |
|    approx_kl            | 0.010513954 |
|    clip_fraction        | 0.134       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.638      |
|    explained_variance   | 0.963       |
|    learning_rate        | 0.0003      |
|    loss                 | 250         |
|    n_updates            | 8220        |
|    policy_gradient_loss | -0.00083    |
|    std                  | 0.333       |
|    value_loss           | 1.14e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 85.3        |
|    ep_rew_mean          | 914         |
| time/                   |             |
|    fps                  | 8           |
|    iterations           | 88          |
|    time_elapsed         | 20096       |
|    total_timesteps      | 180224      |
| train/                  |             |
|    approx_kl            | 0.043419935 |
|    clip_fraction        | 0.144       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.632      |
|    explained_variance   | 0.915       |
|    learning_rate        | 0.0003      |
|    loss                 | 462         |
|    n_updates            | 8230        |
|    policy_gradient_loss | -0.00549    |
|    std                  | 0.332       |
|    value_loss           | 1.61e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 84.2        |
|    ep_rew_mean          | 914         |
| time/                   |             |
|    fps                  | 8           |
|    iterations           | 89          |
|    time_elapsed         | 20334       |
|    total_timesteps      | 182272      |
| train/                  |             |
|    approx_kl            | 0.013757089 |
|    clip_fraction        | 0.127       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.629      |
|    explained_variance   | 0.978       |
|    learning_rate        | 0.0003      |
|    loss                 | 419         |
|    n_updates            | 8240        |
|    policy_gradient_loss | -0.000934   |
|    std                  | 0.332       |
